"STATION","NAME","DATE","DAPR","DAWM","MDPR","MDWM","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDMV"
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-18",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-20",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-21",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-25",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-26",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-28",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-29",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-09-30",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-01",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-05",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-06",,,,,"0.08",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-18",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-20",,,,,"0.15",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-21",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-25",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-26",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-28",,,,,"0.06",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-29",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-30",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-10-31",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-01",,,,,"0.56",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-04",,,,,"0.10",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-05",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-18",,,,,"0.15",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-20",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-21",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-25",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-26",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-27",,,,,"0.04",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-28",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-29",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-11-30",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-01",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-05",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-18",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-20",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-21",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-23",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-24",,,,,"0.04",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-25",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-26",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-28",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-29",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-30",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1948-12-31",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-01",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-05",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-11","    3",,"0.44",,,,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-18",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-20",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-21",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-25",,,,,"0.04",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-26",,,,,"0.38",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-28",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-29",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-30",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-01-31",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-01",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-05",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-25",,,,,"0.01",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-26",,,,,"0.01",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-02-28",,,,,"0.05",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-01",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-05",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-18",,,,,"0.03",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-19",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-20",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-21",,,,,"0.12",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-22",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-23",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-24",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-25",,,,,"0.36",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-26",,,,,"0.02",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-27",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-28",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-29",,,,,"0.33",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-30",,,,,"0.56",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-03-31",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-01",,,,,"0.03",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-02",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-03",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-04",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-05",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-06",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-07",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-08",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-09",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-10",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-11",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-12",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-13",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-14",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-15",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-16",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-17",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-18",,,,,"0.00",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-19",,,,,"0.11",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-20",,,,,"0.01",,,,,,
"USC00142980","GARDEN CITY EXPERIMENTAL STATION, KS US","1949-04-21",,,,,"0.00",,,,,,
